Trip ID,city,Timestamp,Pickup Zone,Pickup Latitude,Pickup Longitude,Drop Zone,Drop Latitude,Drop Longitude,Distance (Km),Trip Duration (Min),Fare (INR),Payment Type,Platform,Is Shared,Driver ID,Customer ID,Date,Hour,Weekday,Month,Vehicle Type,_pickup_ts,_trip_duration_min,_revenue,_pickup_zone,_pickup_hour,_pickup_dow,_pickup_date,trip_count
3352,Chennai,2024-02-21 03:18:00,Guindy,13.014,80.2201,Madhavaram,13.1484,80.2251,15.61,25,288.79,UPI,App,0,D0600,C001430,2024-02-21,3,Wednesday,February,Uber Go,2024-02-21 03:18:00,25,288.79,Guindy,3,Wednesday,2024-02-21,1
1745,Chennai,2024-01-16 22:26:00,Madhavaram,13.1481,80.2335,Ambattur,13.0973,80.1638,9.26,31,179.64,Cash,App,0,D0311,C005004,2024-01-16,22,Tuesday,January,Auto,2024-01-16 22:26:00,31,179.64,Madhavaram,22,Tuesday,2024-01-16,1
1085,Chennai,2024-02-22 16:09:00,Sholinganallur,12.9313,80.2208,Besant Nagar,12.9713,80.2468,9.26,20,130.63,Cash,App,0,D0730,C007838,2024-02-22,16,Thursday,February,UberXL,2024-02-22 16:09:00,20,130.63,Sholinganallur,16,Thursday,2024-02-22,1
927,Chennai,2024-01-30 02:24:00,Tambaram,12.9127,80.1293,Mylapore,13.0346,80.2631,19.6,54,433.62,Card,App,0,D0192,C001437,2024-01-30,2,Tuesday,January,Auto,2024-01-30 02:24:00,54,433.62,Tambaram,2,Tuesday,2024-01-30,1
3050,Chennai,2024-01-11 17:15:00,Perambur,13.1092,80.2253,Guindy,13.0105,80.2238,8.6,25,153.55,Card,App,0,D0419,C001263,2024-01-11,17,Thursday,January,Auto,2024-01-11 17:15:00,25,153.55,Perambur,17,Thursday,2024-01-11,1
1118,Chennai,2024-02-01 14:28:00,Sholinganallur,12.9379,80.2246,T. Nagar,13.0489,80.2366,11.91,36,217.59,Card,App,0,D0296,C004879,2024-02-01,14,Thursday,February,UberXL,2024-02-01 14:28:00,36,217.59,Sholinganallur,14,Thursday,2024-02-01,1
643,Chennai,2024-03-29 20:33:00,Mylapore,13.0428,80.274,Chromepet,12.9552,80.1375,19.08,45,363.31,Card,App,0,D0773,C004350,2024-03-29,20,Friday,March,UberXL,2024-03-29 20:33:00,45,363.31,Mylapore,20,Friday,2024-03-29,1
4768,Chennai,2024-02-22 13:14:00,Chromepet,12.9619,80.1345,T. Nagar,13.0478,80.2391,14.6,35,295.53,Card,App,0,D0012,C000639,2024-02-22,13,Thursday,February,Uber Go,2024-02-22 13:14:00,35,295.53,Chromepet,13,Thursday,2024-02-22,1
502,Chennai,2024-03-25 13:28:00,Guindy,13.0124,80.2143,Sholinganallur,12.9267,80.2306,9.57,16,184.19,Cash,Call,0,D0194,C006318,2024-03-25,13,Monday,March,Uber Go,2024-03-25 13:28:00,16,184.19,Guindy,13,Monday,2024-03-25,1
4067,Chennai,2024-03-18 02:35:00,Madhavaram,13.1429,80.231,Madhavaram,13.1409,80.2272,0.5,5,49.26,Card,App,0,D0634,C000313,2024-03-18,2,Monday,March,Uber Go,2024-03-18 02:35:00,5,49.26,Madhavaram,2,Monday,2024-03-18,1
334,Chennai,2024-01-26 08:20:00,Velachery,12.9878,80.2155,Madhavaram,13.1453,80.2296,17.54,49,291.53,Card,App,0,D0319,C006759,2024-01-26,8,Friday,January,Auto,2024-01-26 08:20:00,49,291.53,Velachery,8,Friday,2024-01-26,1
4685,Chennai,2024-01-10 12:23:00,Guindy,13.0082,80.2289,Thiruvanmiyur,12.9892,80.267,4.53,18,101.71,Cash,App,0,D0140,C003907,2024-01-10,12,Wednesday,January,Uber Go,2024-01-10 12:23:00,18,101.71,Guindy,12,Wednesday,2024-01-10,1
487,Chennai,2024-03-26 01:53:00,Madhavaram,13.148,80.2228,Mylapore,13.0312,80.2768,14.6,23,257.35,Card,App,0,D0033,C004603,2024-03-26,1,Tuesday,March,Uber Go,2024-03-26 01:53:00,23,257.35,Madhavaram,1,Tuesday,2024-03-26,1
1963,Chennai,2024-02-18 22:17:00,Anna Nagar,13.0952,80.2061,Velachery,12.9912,80.2136,12.01,46,283.66,Cash,App,0,D0458,C000104,2024-02-18,22,Sunday,February,Uber Go,2024-02-18 22:17:00,46,283.66,Anna Nagar,22,Sunday,2024-02-18,1
394,Chennai,2024-01-09 21:53:00,Perambur,13.118,80.2197,Ambattur,13.1036,80.1591,6.35,16,159.29,Cash,App,1,D0460,C007847,2024-01-09,21,Tuesday,January,Auto,2024-01-09 21:53:00,16,159.29,Perambur,21,Tuesday,2024-01-09,1
4843,Chennai,2024-03-17 15:20:00,Madhavaram,13.1494,80.2206,Velachery,12.9869,80.2155,18.21,34,411.59,Card,App,0,D0619,C003983,2024-03-17,15,Sunday,March,Uber Go,2024-03-17 15:20:00,34,411.59,Madhavaram,15,Sunday,2024-03-17,1
4867,Chennai,2024-02-10 09:36:00,Ambattur,13.1002,80.1626,Besant Nagar,12.9855,80.2536,16.33,44,358.8,Cash,App,0,D0243,C000790,2024-02-10,9,Saturday,February,Uber Go,2024-02-10 09:36:00,44,358.8,Ambattur,9,Saturday,2024-02-10,1
1756,Chennai,2024-01-14 00:38:00,Mylapore,13.0345,80.2743,Chromepet,12.9674,80.1464,15.16,44,314.72,UPI,App,0,D0588,C002325,2024-01-14,0,Sunday,January,Uber Go,2024-01-14 00:38:00,44,314.72,Mylapore,0,Sunday,2024-01-14,1
2516,Chennai,2024-01-30 06:23:00,Ambattur,13.0987,80.1494,Guindy,13.0084,80.2142,13.09,27,248.95,Cash,App,0,D0327,C005684,2024-01-30,6,Tuesday,January,Auto,2024-01-30 06:23:00,27,248.95,Ambattur,6,Tuesday,2024-01-30,1
3586,Chennai,2024-02-21 03:44:00,Thiruvanmiyur,12.9864,80.267,Madhavaram,13.1542,80.2191,19.7,59,382.31,Card,App,0,D0040,C000206,2024-02-21,3,Wednesday,February,Uber Go,2024-02-21 03:44:00,59,382.31,Thiruvanmiyur,3,Wednesday,2024-02-21,1
4316,Chennai,2024-03-29 23:00:00,Ambattur,13.1027,80.1586,Sholinganallur,12.926,80.223,20.14,40,449.49,Card,App,0,D0591,C006571,2024-03-29,23,Friday,March,UberXL,2024-03-29 23:00:00,40,449.49,Ambattur,23,Friday,2024-03-29,1
4967,Chennai,2024-02-22 03:09:00,Velachery,12.9868,80.2184,Sholinganallur,12.9402,80.2422,6.11,21,154.41,Cash,App,0,D0652,C004744,2024-02-22,3,Thursday,February,Bike,2024-02-22 03:09:00,21,154.41,Velachery,3,Thursday,2024-02-22,1
2100,Chennai,2024-03-12 06:59:00,Velachery,12.9855,80.2253,T. Nagar,13.0454,80.2363,7.18,21,147.49,Cash,Call,0,D0503,C003733,2024-03-12,6,Tuesday,March,Auto,2024-03-12 06:59:00,21,147.49,Velachery,6,Tuesday,2024-03-12,1
3600,Chennai,2024-01-21 12:59:00,Velachery,12.9803,80.2257,Adyar,13.0083,80.2522,4.65,5,119.66,Cash,App,0,D0127,C005221,2024-01-21,12,Sunday,January,Uber Go,2024-01-21 12:59:00,5,119.66,Velachery,12,Sunday,2024-01-21,1
4122,Chennai,2024-01-26 18:21:00,Ambattur,13.0945,80.1593,Tambaram,12.9216,80.1275,18.58,37,337.67,Cash,App,0,D0072,C005523,2024-01-26,18,Friday,January,Uber Go,2024-01-26 18:21:00,37,337.67,Ambattur,18,Friday,2024-01-26,1
30,Chennai,2024-03-04 20:04:00,Kodambakkam,13.0663,80.2075,Thiruvanmiyur,12.9758,80.2719,11.89,34,283.65,Cash,App,0,D0750,C004317,2024-03-04,20,Monday,March,UberXL,2024-03-04 20:04:00,34,283.65,Kodambakkam,20,Monday,2024-03-04,1
66,Chennai,2024-01-12 08:41:00,Chromepet,12.9556,80.1351,Mylapore,13.0228,80.2646,17.24,39,356.09,Card,App,0,D0269,C000596,2024-01-12,8,Friday,January,Bike,2024-01-12 08:41:00,39,356.09,Chromepet,8,Friday,2024-01-12,1
839,Chennai,2024-01-07 15:05:00,Ambattur,13.0953,80.161,T. Nagar,13.0232,80.2384,12.35,35,211.98,Cash,Call,1,D0254,C004455,2024-01-07,15,Sunday,January,UberXL,2024-01-07 15:05:00,35,211.98,Ambattur,15,Sunday,2024-01-07,1
3907,Chennai,2024-02-29 11:40:00,Perambur,13.116,80.2203,Guindy,13.0146,80.214,12.13,25,238.41,Card,Call,0,D0679,C006205,2024-02-29,11,Thursday,February,Uber Go,2024-02-29 11:40:00,25,238.41,Perambur,11,Thursday,2024-02-29,1
3774,Chennai,2024-02-03 10:54:00,Adyar,13.0122,80.2469,Thiruvanmiyur,12.9849,80.2708,3.81,5,106.93,UPI,App,0,D0062,C006714,2024-02-03,10,Saturday,February,Bike,2024-02-03 10:54:00,5,106.93,Adyar,10,Saturday,2024-02-03,1
4636,Chennai,2024-01-10 22:55:00,Sholinganallur,12.9208,80.23,Kodambakkam,13.0675,80.2148,15.67,42,275.09,Cash,App,0,D0193,C002864,2024-01-10,22,Wednesday,January,UberXL,2024-01-10 22:55:00,42,275.09,Sholinganallur,22,Wednesday,2024-01-10,1
3162,Chennai,2024-03-20 00:38:00,Ambattur,13.0904,80.1662,Kodambakkam,13.069,80.2121,3.51,15,275.09,Cash,App,0,D0423,C005459,2024-03-20,0,Wednesday,March,Bike,2024-03-20 00:38:00,15,275.09,Ambattur,0,Wednesday,2024-03-20,1
2660,Chennai,2024-03-23 03:52:00,Perambur,13.1036,80.2273,Thiruvanmiyur,12.9828,80.2585,12.99,16,272.95,Cash,App,0,D0349,C005616,2024-03-23,3,Saturday,March,Auto,2024-03-23 03:52:00,16,272.95,Perambur,3,Saturday,2024-03-23,1
4616,Chennai,2024-02-18 15:20:00,Mylapore,13.0331,80.2665,Velachery,13.0032,80.2273,4.81,5,109.36,Cash,App,0,D0096,C003105,2024-02-18,15,Sunday,February,UberXL,2024-02-18 15:20:00,5,109.36,Mylapore,15,Sunday,2024-02-18,1
4629,Chennai,2024-03-22 12:15:00,Adyar,13.0169,80.2531,Chromepet,12.9501,80.1334,14.95,29,109.36,Cash,App,0,D0521,C007753,2024-03-22,12,Friday,March,Uber Go,2024-03-22 12:15:00,29,109.36,Adyar,12,Friday,2024-03-22,1
2452,Chennai,2024-03-09 16:06:00,Perambur,13.1152,80.2144,Velachery,12.9837,80.2219,14.67,31,322.93,UPI,App,0,D0133,C000556,2024-03-09,16,Saturday,March,Uber Go,2024-03-09 16:06:00,31,322.93,Perambur,16,Saturday,2024-03-09,1
2847,Chennai,2024-02-05 12:57:00,Tambaram,12.9223,80.1405,Tambaram,12.9197,80.1234,14.67,5,59.95,Cash,Call,1,D0483,C005954,2024-02-05,12,Monday,February,UberXL,2024-02-05 12:57:00,5,59.95,Tambaram,12,Monday,2024-02-05,1
1145,Chennai,2024-02-17 11:46:00,Sholinganallur,12.9307,80.2253,Sholinganallur,12.9293,80.2255,0.5,5,40.0,Card,App,1,D0512,C002703,2024-02-17,11,Saturday,February,Auto,2024-02-17 11:46:00,5,40.0,Sholinganallur,11,Saturday,2024-02-17,1
3079,Chennai,2024-03-17 23:04:00,Adyar,13.0174,80.2532,Madhavaram,13.133,80.2249,14.16,50,257.67,UPI,App,0,D0332,C001274,2024-03-17,23,Sunday,March,Auto,2024-03-17 23:04:00,50,257.67,Adyar,23,Sunday,2024-03-17,1
1104,Chennai,2024-01-10 06:36:00,Ambattur,13.0936,80.1741,Kodambakkam,13.0643,80.2186,6.47,11,139.66,Cash,App,0,D0477,C000444,2024-01-10,6,Wednesday,January,UberXL,2024-01-10 06:36:00,11,139.66,Ambattur,6,Wednesday,2024-01-10,1
169,Chennai,2024-02-06 08:30:00,Perambur,13.1203,80.2216,Thiruvanmiyur,12.9805,80.264,16.12,50,309.9,Cash,App,0,D0782,C001482,2024-02-06,8,Tuesday,February,UberXL,2024-02-06 08:30:00,50,309.9,Perambur,8,Tuesday,2024-02-06,1
1671,Chennai,2024-03-20 06:34:00,Thiruvanmiyur,12.9927,80.2563,Madhavaram,13.1565,80.2259,18.96,59,333.7,UPI,App,1,D0388,C001943,2024-03-20,6,Wednesday,March,UberXL,2024-03-20 06:34:00,59,333.7,Thiruvanmiyur,6,Wednesday,2024-03-20,1
2571,Chennai,2024-03-28 18:47:00,Kodambakkam,13.0573,80.2126,Velachery,12.9797,80.2113,8.94,9,232.02,Cash,App,1,D0090,C003638,2024-03-28,18,Thursday,March,Auto,2024-03-28 18:47:00,9,232.02,Kodambakkam,18,Thursday,2024-03-28,1
2378,Chennai,2024-02-22 04:36:00,Velachery,12.9865,80.2237,Chromepet,12.9698,80.1282,10.67,15,215.07,Cash,Call,0,D0490,C004752,2024-02-22,4,Thursday,February,Uber Go,2024-02-22 04:36:00,15,215.07,Velachery,4,Thursday,2024-02-22,1
4396,Chennai,2024-02-24 05:07:00,Tambaram,12.9213,80.1187,Ambattur,13.0916,80.164,10.67,58,363.18,Cash,App,0,D0607,C007393,2024-02-24,5,Saturday,February,UberXL,2024-02-24 05:07:00,58,363.18,Tambaram,5,Saturday,2024-02-24,1
4258,Chennai,2024-03-26 12:49:00,Chromepet,12.9648,80.1309,Besant Nagar,12.9724,80.2585,14.04,39,252.78,Cash,App,1,D0706,C003821,2024-03-26,12,Tuesday,March,Auto,2024-03-26 12:49:00,39,252.78,Chromepet,12,Tuesday,2024-03-26,1
3863,Chennai,2024-01-05 02:56:00,Perambur,13.1175,80.2148,Adyar,13.0061,80.2496,12.96,23,237.3,Cash,App,0,D0279,C006191,2024-01-05,2,Friday,January,Uber Go,2024-01-05 02:56:00,23,237.3,Perambur,2,Friday,2024-01-05,1
24,Chennai,2024-02-24 19:07:00,Velachery,12.9838,80.2203,Velachery,12.992,80.2153,0.5,5,50.0,Card,Call,0,D0770,C006555,2024-02-24,19,Saturday,February,Uber Go,2024-02-24 19:07:00,5,50.0,Velachery,19,Saturday,2024-02-24,1
2634,Chennai,2024-03-12 17:40:00,T. Nagar,13.0396,80.227,Kodambakkam,13.0626,80.208,4.84,25,107.22,Cash,Call,0,D0699,C000238,2024-03-12,17,Tuesday,March,Uber Go,2024-03-12 17:40:00,25,107.22,T. Nagar,17,Tuesday,2024-03-12,1
3341,Chennai,2024-03-21 07:45:00,Sholinganallur,12.9313,80.2191,Kodambakkam,13.0602,80.2201,14.01,33,264.74,Cash,App,1,D0404,C004795,2024-03-21,7,Thursday,March,Uber Go,2024-03-21 07:45:00,33,264.74,Sholinganallur,7,Thursday,2024-03-21,1
2216,Chennai,2024-02-24 15:36:00,Madhavaram,13.1513,80.2285,Sholinganallur,12.9296,80.227,25.88,60,544.44,Card,Call,1,D0676,C004067,2024-02-24,15,Saturday,February,Uber Go,2024-02-24 15:36:00,60,544.44,Madhavaram,15,Saturday,2024-02-24,1
3683,Chennai,2024-02-19 10:51:00,Besant Nagar,12.9852,80.2551,Mylapore,13.0264,80.2725,3.9,15,119.31,UPI,App,0,D0749,C003460,2024-02-19,10,Monday,February,UberXL,2024-02-19 10:51:00,15,119.31,Besant Nagar,10,Monday,2024-02-19,1
4725,Chennai,2024-01-15 23:02:00,Anna Nagar,13.0883,80.2057,Anna Nagar,13.0892,80.2007,0.5,5,40.0,UPI,App,0,D0561,C005439,2024-01-15,23,Monday,January,Auto,2024-01-15 23:02:00,5,40.0,Anna Nagar,23,Monday,2024-01-15,1
1908,Chennai,2024-02-03 07:02:00,Guindy,13.0152,80.213,Madhavaram,13.1441,80.2285,15.68,27,245.01,Card,App,0,D0451,C000455,2024-02-03,7,Saturday,February,Auto,2024-02-03 07:02:00,27,245.01,Guindy,7,Saturday,2024-02-03,1
85,Chennai,2024-01-21 17:51:00,Anna Nagar,13.0838,80.2073,Ambattur,13.0989,80.1659,3.94,5,98.67,Card,App,0,D0770,C002602,2024-01-21,17,Sunday,January,Bike,2024-01-21 17:51:00,5,98.67,Anna Nagar,17,Sunday,2024-01-21,1
228,Chennai,2024-02-16 05:02:00,Chromepet,12.9525,80.1354,Chromepet,12.9531,80.1407,0.5,5,46.69,Cash,App,0,D0664,C000298,2024-02-16,5,Friday,February,Uber Go,2024-02-16 05:02:00,5,46.69,Chromepet,5,Friday,2024-02-16,1
297,Chennai,2024-01-19 07:25:00,Anna Nagar,13.0767,80.1998,Anna Nagar,13.0846,80.2025,0.82,13,44.97,Cash,App,0,D0011,C000450,2024-01-19,7,Friday,January,Bike,2024-01-19 07:25:00,13,44.97,Anna Nagar,7,Friday,2024-01-19,1
1002,Chennai,2024-02-18 14:48:00,Ambattur,13.1026,80.1729,Thiruvanmiyur,12.9738,80.263,18.26,48,405.4,Card,App,0,D0066,C002687,2024-02-18,14,Sunday,February,Uber Go,2024-02-18 14:48:00,48,405.4,Ambattur,14,Sunday,2024-02-18,1
2139,Chennai,2024-02-24 09:01:00,Perambur,13.1031,80.2133,Mylapore,13.0273,80.2595,10.31,23,211.65,Card,App,0,D0791,C003522,2024-02-24,9,Saturday,February,Bike,2024-02-24 09:01:00,23,211.65,Perambur,9,Saturday,2024-02-24,1
712,Chennai,2024-02-22 20:19:00,Sholinganallur,12.9331,80.2309,Tambaram,12.919,80.1299,11.76,29,224.99,Card,App,0,D0740,C002965,2024-02-22,20,Thursday,February,Auto,2024-02-22 20:19:00,29,224.99,Sholinganallur,20,Thursday,2024-02-22,1
2802,Chennai,2024-01-22 16:52:00,Tambaram,12.9304,80.1328,Thiruvanmiyur,12.9876,80.2699,15.16,30,357.05,Cash,App,0,D0796,C004447,2024-01-22,16,Monday,January,Uber Go,2024-01-22 16:52:00,30,357.05,Tambaram,16,Monday,2024-01-22,1
2528,Chennai,2024-02-01 06:15:00,Thiruvanmiyur,12.9763,80.2641,T. Nagar,13.0479,80.2329,8.3,16,193.56,Card,App,0,D0105,C002047,2024-02-01,6,Thursday,February,Uber Go,2024-02-01 06:15:00,16,193.56,Thiruvanmiyur,6,Thursday,2024-02-01,1
3753,Chennai,2024-01-06 15:42:00,Perambur,13.1123,80.23,Velachery,12.9929,80.2146,12.09,39,212.78,Card,App,0,D0166,C007300,2024-01-06,15,Saturday,January,Uber Go,2024-01-06 15:42:00,39,212.78,Perambur,15,Saturday,2024-01-06,1
3322,Chennai,2024-02-23 02:20:00,Thiruvanmiyur,12.9757,80.2708,T. Nagar,13.042,80.2296,8.82,12,184.47,Cash,App,0,D0018,C000321,2024-02-23,2,Friday,February,UberXL,2024-02-23 02:20:00,12,184.47,Thiruvanmiyur,2,Friday,2024-02-23,1
3182,Chennai,2024-01-08 04:16:00,Sholinganallur,12.9306,80.2221,Perambur,13.1097,80.2182,20.23,56,378.93,Card,App,0,D0766,C006464,2024-01-08,4,Monday,January,Uber Go,2024-01-08 04:16:00,56,378.93,Sholinganallur,4,Monday,2024-01-08,1
4184,Chennai,2024-03-08 07:40:00,Velachery,12.981,80.2151,T. Nagar,13.0339,80.2314,6.24,19,159.32,Cash,App,0,D0056,C000682,2024-03-08,7,Friday,March,Uber Go,2024-03-08 07:40:00,19,159.32,Velachery,7,Friday,2024-03-08,1
1616,Chennai,2024-02-20 05:40:00,Velachery,12.9777,80.2198,Ambattur,13.0993,80.1581,15.77,38,345.37,Card,App,0,D0295,C007859,2024-02-20,5,Tuesday,February,UberXL,2024-02-20 05:40:00,38,345.37,Velachery,5,Tuesday,2024-02-20,1
3025,Chennai,2024-03-27 08:44:00,T. Nagar,13.0461,80.2356,Madhavaram,13.1356,80.2153,10.26,38,202.68,UPI,Call,0,D0663,C005022,2024-03-27,8,Wednesday,March,UberXL,2024-03-27 08:44:00,38,202.68,T. Nagar,8,Wednesday,2024-03-27,1
1414,Chennai,2024-02-21 19:27:00,Anna Nagar,13.0977,80.1919,Velachery,12.9777,80.2269,13.52,32,259.87,UPI,Call,0,D0704,C007019,2024-02-21,19,Wednesday,February,Uber Go,2024-02-21 19:27:00,32,259.87,Anna Nagar,19,Wednesday,2024-02-21,1
764,Chennai,2024-02-16 03:49:00,Kodambakkam,13.0713,80.2243,Sholinganallur,12.9235,80.2161,15.39,55,340.7,Card,App,0,D0754,C002521,2024-02-16,3,Friday,February,Auto,2024-02-16 03:49:00,55,340.7,Kodambakkam,3,Friday,2024-02-16,1
656,Chennai,2024-02-07 11:24:00,Thiruvanmiyur,12.9845,80.2702,Perambur,13.1165,80.219,16.3,43,371.4,Card,App,0,D0220,C001723,2024-02-07,11,Wednesday,February,Auto,2024-02-07 11:24:00,43,371.4,Thiruvanmiyur,11,Wednesday,2024-02-07,1
4798,Chennai,2024-01-16 16:53:00,Anna Nagar,13.0823,80.201,Velachery,12.9897,80.2211,16.3,40,257.79,Cash,App,0,D0346,C003195,2024-01-16,16,Tuesday,January,Uber Go,2024-01-16 16:53:00,40,257.79,Anna Nagar,16,Tuesday,2024-01-16,1
3850,Chennai,2024-03-02 05:41:00,Velachery,12.9933,80.2303,Thiruvanmiyur,12.9936,80.2737,3.59,22,95.53,Card,App,0,D0775,C000105,2024-03-02,5,Saturday,March,Uber Go,2024-03-02 05:41:00,22,95.53,Velachery,5,Saturday,2024-03-02,1
4154,Chennai,2024-01-02 11:25:00,Velachery,12.9927,80.2223,Madhavaram,13.152,80.2237,18.27,39,318.67,Cash,App,0,D0298,C006683,2024-01-02,11,Tuesday,January,UberXL,2024-01-02 11:25:00,39,318.67,Velachery,11,Tuesday,2024-01-02,1
469,Chennai,2024-01-22 09:48:00,Madhavaram,13.1502,80.2243,Sholinganallur,12.9299,80.227,25.56,68,437.87,Card,Call,1,D0740,C003944,2024-01-22,9,Monday,January,Uber Go,2024-01-22 09:48:00,68,437.87,Madhavaram,9,Monday,2024-01-22,1
158,Chennai,2024-01-13 17:01:00,Thiruvanmiyur,12.985,80.2659,T. Nagar,13.0416,80.226,8.36,22,169.59,Card,App,0,D0466,C005776,2024-01-13,17,Saturday,January,Uber Go,2024-01-13 17:01:00,22,169.59,Thiruvanmiyur,17,Saturday,2024-01-13,1
1296,Chennai,2024-02-12 17:24:00,T. Nagar,13.0415,80.2332,Ambattur,13.0956,80.1621,9.98,22,215.84,UPI,App,0,D0112,C000382,2024-02-12,17,Monday,February,Uber Go,2024-02-12 17:24:00,22,215.84,T. Nagar,17,Monday,2024-02-12,1
498,Chennai,2024-02-28 18:07:00,Adyar,13.0143,80.2411,Anna Nagar,13.0839,80.2028,8.31,16,190.04,UPI,App,0,D0049,C004745,2024-02-28,18,Wednesday,February,Uber Go,2024-02-28 18:07:00,16,190.04,Adyar,18,Wednesday,2024-02-28,1
